"hru","2010","2020","2030","2040","2050","2060","2070","2080","2090"
"97","656.9283333333333","643.2083333333334","648.505","651.9816666666667","652.1766666666667","680.035","629.1550000000001","672.5683333333334","667.475"
"96","652.08","638.4","643.4633333333333","647.1899999999999","647.66","675.91","624.27","668.4466666666666","648.1166666666667"
"1177","927.0329999999998","895.1092499999999","877.4365","801.4352500000001","705.2812500000001","828.50125","891.0775","893.4412500000001","466.40125000000006"
"1176","701.3521621621621","698.1208108108104","692.6416216216218","694.4689189189189","471.9783783783784","361.73540540540546","495.77702702702715","623.4900000000001","656.2805945945945"
"1175","927.815","783.0574999999999","822.6475","864.9662500000001","553.665","353.44375","469.41499999999996","508.33875","577.0450000000001"
"1174","945.07","922.47","930.85","932.2","938.63","951.83","680.45","559.68","762.8"
"1173","656.0451999999999","638.1048000000001","612.3243999999999","618.4192","608.42432","612.9684000000001","581.5948000000001","453.9056","567.4959999999999"
"1172","861.9251020408162","869.155306122449","850.0255102040819","831.9214285714286","817.2300000000001","840.7463265306118","603.3879591836736","625.6561224489794","767.7551020408162"
"1171","879.4882352941177","858.5141176470589","792.1573529411764","612.6050000000001","485.496176470588","661.9917647058822","524.5564705882352","736.989117647059","815.5129411764707"
"1170","548.14","672.41","915.03","1024.38","1118.265","1145.575","780.97","946.175","1027.8"
"1179","668.9066666666666","664.9694444444444","658.3383333333334","665.8205555555554","567.5900000000001","502.25333333333333","576.8316666666666","592.5305555555556","678.786111111111"
"1178","782.8791666666667","770.6791666666667","799.0191666666668","845.4941666666667","867.2641666666667","536.5341666666667","706.9508333333334","670.7108333333332","790.5641666666667"
"7188","500.437","509.10175","514.5027499999999","504.74799999999993","499.00424999999996","495.0987499999998","504.1802499999999","503.31175000000013","511.12425"
"876","739.4375862068968","688.8817241379313","674.7220689655173","714.0993103448276","690.0593103448275","638.0589655172412","690.1572413793106","783.881379310345","858.7062068965517"
"877","971.4593749999999","919.2825","840.58875","873.74","934.4749999999998","954.0275000000001","856.6481250000002","1004.01125","1005.3493749999998"
"7180","471.3285714285715","471.3338095238095","479.4080952380952","475.6285714285715","481.107619047619","489.0080952380952","480.52761904761894","466.7661904761905","478.34857142857135"
"7181","473.3225","474.26874999999995","488.83875","498.8","478.5725","488.19","475.3212500000001","459.72125","479.57375"
"7182","476.8363333333335","483.20666666666665","493.45266666666674","489.1243333333334","479.04","488.345","481.9073333333334","483.269","486.5313333333333"
"7183","538.3523333333333","546.1213333333333","531.875","534.0096666666666","537.196","530.43","542.6923333333334","535.7180000000001","517.8143333333334"
"7184","429.39750000000004","436.91625000000005","438.24","448.55125","450.41375000000005","458.98125","448.8125","446.74875","456.69"
"3432","696.3826315789474","708.1047368421052","697.2305263157896","696.0373684210526","680.4531578947369","733.3284210526317","751.8742105263158","785.4278947368421","708.9142105263159"
"7186","496.2958333333331","498.0620833333333","500.55145833333313","498.7397916666666","499.78749999999985","502.5843750000001","496.8433333333334","496.2239583333333","494.9856250000002"
"7187","534.5866666666667","527.4350000000001","519.7433333333333","528.4333333333333","512.8033333333334","506.54833333333335","533.27","505.86833333333334","519.5683333333334"
"623","810.35","782.7033333333333","774.428888888889","767.1411111111111","538.6688888888889","391.79999999999995","666.1888888888888","891.9922222222223","968.3711111111111"
"875","421.19533333333334","490.9433333333333","490.6666666666667","456.15000000000003","526.2733333333333","774.4866666666667","646.27","593.27","556.32"
"622","753.675","736.4357142857142","730.5414285714287","736.202142857143","752.9235714285714","775.7992857142856","735.51","784.0285714285716","638.2857142857143"
"872","753.095","752.9150000000001","749.365","563.8050000000001","504.405","703.95","789.01","589.745","457.72"
"1225","675.1788888888889","672.73","688.9566666666666","524.8911111111111","382.0355555555555","553.7377777777779","626.7966666666666","649.4877777777779","454.81777777777774"
"3435","721.4","695.73","718.5866666666667","797.6999999999999","709.1333333333332","704.12","807.4433333333333","691.1999999999999","771.59"
"620","814.39","793.7711764705882","758.4211764705882","796.5976470588233","811.1199999999999","822.7723529411765","771.1958823529412","808.4341176470589","864.154705882353"
"8549","413.3999999999999","419.8500000000001","424.09","422.92","439.78","446.42","452.58","447.43","461.84"
"870","876.2","863.25","859.77","860.97","521.07","264.26","392.16","388.6","715.68"
"8019","840.1199999999999","695.512","630.47","452.942","537.838","679.076","593.902","209.67999999999998","333.96799999999996"
"8018","818.966904761905","821.6821428571427","812.6309523809524","812.5785714285712","803.7542857142857","731.9961904761905","631.2195238095238","738.7607142857142","891.1745238095236"
"8017","435.87076923076927","440.9484615384615","450.45153846153846","449.9607692307692","463.3761538461539","459.42923076923074","462.0684615384616","449.9669230769231","460.00384615384615"
"627","681.9845000000001","661.1030000000001","641.4255","635.818","672.1545","679.2305","556.4275","426.9880000000001","301.4908"
"8015","433.36","445.86","438.12","457.11","470.93","457.12","440.65","470.87","423.17"
"871","724.7733333333333","712.8955555555555","673.1911111111111","659.2144444444443","578.2955555555556","605.6055555555556","599.7955555555554","636.8177777777777","656.8633333333333"
"8013","411.5441666666666","435.01500000000004","531.7766666666666","507.67083333333335","422.10583333333346","465.7175","422.47166666666675","436.07649999999995","473.3958333333333"
"8012","442.42333333333335","452.64000000000004","447.0216666666667","448.81","464.96999999999997","470.59999999999997","472.2816666666667","471.8516666666667","488.16499999999996"
"8011","504.3166666666667","499.7516666666666","508.00611111111107","477.81944444444446","483.01500000000004","496.1833333333333","487.3566666666667","448.48888888888894","470.0361111111111"
"626","743.5833333333334","737.7833333333333","732.4733333333334","734.4833333333332","755.4666666666667","775.11","739.0466666666667","783.2533333333334","657.8166666666666"
"7456","503.16960000000006","514.2388","521.4752","515.0924","527.1315999999999","528.6688","525.2444","536.3851999999999","533.4824000000001"
"4592","804.8052941176469","1011.5435294117648","970.3582352941177","617.3594117647059","544.1917647058824","823.7564705882352","905.4358823529411","781.1558823529413","714.8732352941176"
"7454","478.2508219178082","481.25904109589055","492.9386301369864","486.6793150684931","486.94657534246574","491.4826027397262","486.26684931506855","480.388630136986","483.1223287671233"
"7455","602.1173873873877","566.1445045045042","582.4632432432429","598.3914414414415","552.7772072072074","548.2804504504508","473.2274774774773","487.01900900900915","512.3786486486487"
"7452","516.6","552.2366666666667","553.02","538.1533333333333","564.2233333333334","532.6733333333333","583.04","511.43","466.97333333333336"
"625","857.05","840.505","299.405","406.985","386.565","269.175","512.05","631.72","572.0799999999999"
"7450","461.6263636363636","480.01318181818175","510.4463636363636","510.4213636363638","517.9954545454545","519.4377272727271","467.9318181818181","455.3399999999999","509.1399999999998"
"2036","393.36000000000007","399.84999999999997","402.81","404.36999999999995","421.56000000000006","431.90999999999997","432.25","436.7099999999999","442.84000000000003"
"624","611.0941666666666","591.2725","576.8225","582.3601666666667","608.0016666666667","607.215","574.0491666666666","502.3433333333334","470.77"
"4590","503.53842105263163","511.3831578947369","512.0315789473683","506.2742105263158","513.2531578947368","518.2015789473684","510.0642105263158","501.15631578947375","513.1268421052632"
"7458","764.0049152542373","405.96932203389827","467.5962711864407","578.7844067796608","472.90338983050844","458.8806779661018","619.0625423728815","700.1391525423728","783.6976271186439"
"7459","530.2119999999999","478.82399999999996","606.514","739.818","597.26","610.896","712.342","732.296","758.84"
"4591","657.2366666666668","688.0683333333333","678.4266666666666","692.44","445.45000000000005","427.28","483.77833333333336","526.7933333333334","550.95"
"2745","947.87","917.9666666666667","607.4166666666666","650.3833333333332","855.6066666666667","954.5066666666667","701.9900000000001","399.01666666666665","745.4399999999999"
"4849","669.6725","419.775","494.47","666.6350000000001","528.3175","541.03","642.8975","778.5775","663.3475"
"4594","477.6266666666667","499.5533333333333","541.07","613.36","402.8333333333333","254.11","474.6466666666667","567.4033333333333","606.0033333333334"
"4595","695.8394285714287","680.7905714285715","693.386857142857","641.1211428571428","513.7891428571429","516.4371428571428","682.2422857142858","689.2691714285711","794.1414285714285"
"2749","745.5478523489932","754.521208053691","719.4965100671137","727.8564429530201","630.5981208053691","568.6224161073827","651.2855704697989","743.7354362416112","786.7230872483226"
"4845","652.021","391.938","390.027","516.7059999999999","450.158","441.0","587.914","568.3950000000001","574.4690000000002"
"4598","484.47999999999996","505.7485789473685","510.74257894736854","516.5720000000001","476.62368421052645","535.7894736842104","420.818947368421","442.0363157894737","445.0452631578947"
"8291","432.0299999999998","437.8900000000001","441.9700000000002","441.96","456.01000000000016","463.2200000000002","467.9399999999998","461.17","475.54"
"4599","785.453947368421","748.4031578947369","733.6444736842107","781.3431578947369","800.4652631578947","760.4952631578948","714.2192105263159","643.2157894736841","618.6460526315789"
"4734","497.7970731707318","513.929512195122","518.6258536585366","529.6346341463416","535.0241463414634","517.8417073170732","505.4943902439024","510.75195121951225","535.6348780487807"
"8290","533.5357894736841","502.3378947368422","460.1257894736841","446.6284210526316","483.22894736842096","512.031052631579","502.227894736842","427.5994736842106","453.4294736842105"
"4735","475.79133928571446","486.0400892857144","482.8853571428572","481.6833035714286","485.6101785714285","485.74919642857134","486.77366071428565","485.73098214285704","487.21482142857167"
"8293","442.21","448.26","451.41","452.17","465.12","472.18","475.15","467.58","481.55"
"8292","443.6000000000001","449.6000000000001","452.73","453.57","466.35999999999996","473.45","476.37000000000006","468.66","482.67"
"2039","471.31","421.24499999999995","433.3175","423.19500000000005","435.285","445.4975","432.48249999999996","424.09499999999997","445.5325"
"8295","415.81000000000006","421.65","425.55000000000007","425.35","440.55000000000007","447.5","453.90999999999997","448.22000000000014","462.68"
"4843","667.2491666666667","652.9574999999999","666.9533333333333","675.9633333333335","525.145","481.4524999999999","396.2633333333333","571.9825000000001","661.5208333333334"
"4738","487.74","481.37","468.48","487.79999999999995","418.365","404.44","466.385","401.335","394.81500000000005"
"8294","456.26599999999996","457.87600000000003","463.13599999999997","451.0469999999999","454.03900000000004","446.27","461.506","457.593","441.36799999999994"
"4739","573.5566666666667","603.2266666666666","675.2466666666666","701.63","555.5266666666666","529.25","609.7666666666667","627.64","604.6766666666666"
"8297","466.9821428571427","451.73214285714283","687.0428571428572","671.0699999999998","531.8528571428573","675.1614285714286","593.2385714285714","558.8728571428572","734.2071428571429"
"8296","419.98","425.76000000000005","429.82","429.51000000000005","444.41","451.2200000000001","457.66999999999996","451.11","466.11"
"393","787.379","725.82","716.195","656.5339999999999","582.6580000000001","644.8850000000001","729.1160000000001","590.26","418.77"
"392","777.85","750.528","744.3410000000001","747.421","763.316","805.849","767.4279999999999","815.9999999999999","620.951"
"391","757.1533333333332","739.1661904761905","715.7423809523809","717.5361904761905","477.1133333333334","435.40857142857135","465.814761904762","511.352380952381","452.3480952380953"
"390","698.2138461538462","599.6146153846155","520.5869230769232","476.2561538461538","385.52923076923076","481.28307692307686","536.5161538461539","517.4430769230769","455.58061538461544"
"397","765.6849999999998","773.3485714285714","719.5621428571429","726.4185714285715","493.5485714285714","448.6707142857144","568.3114285714286","556.9114285714285","526.5692857142858"
"396","726.7510344827585","674.9696551724138","699.931724137931","709.0503448275862","452.9731034482758","490.2379310344827","602.8741379310344","755.6006896551722","786.8279310344828"
"395","749.3625","747.9549999999999","621.3924999999999","610.5775","417.70500000000004","511.3275","556.17625","595.7525","649.70375"
"394","579.3065","524.026875","493.64999999999986","465.94","492.5","541.4175","498.378125","436.99125000000004","365.0525"
"399","704.9414285714286","686.3614285714285","567.7442857142858","518.3185714285713","438.6071428571428","465.0728571428571","574.8957142857142","510.24285714285713","493.9777142857143"
"398","773.9780000000002","729.894","687.6086666666667","712.7686666666666","760.5040000000001","813.8013333333332","771.5286666666666","787.2033333333331","569.9799999999999"
"2309","617.7966666666666","623.3833333333333","670.08","678.7966666666666","361.59","418.0433333333333","539.8566666666667","458.31666666666666","662.8433333333332"
"2308","661.8841666666667","614.1650000000001","593.96125","799.5616666666666","751.3370833333333","686.9295833333332","676.5112500000001","447.62416666666655","266.6470833333332"
"4729","722.9358333333333","829.4433333333335","836.9808333333332","797.6408333333333","644.9908333333335","612.3733333333333","622.09","703.2425","809.6308333333333"
"4728","571.7142647058822","558.8670588235293","525.7533823529412","544.0967647058824","549.4675","569.9983823529413","569.1232352941179","542.1764705882351","543.1094117647059"
"2301","661.82625","522.1737499999999","571.8599999999999","599.505","392.07374999999996","419.82875","546.6025000000001","378.67625","646.755"
"2300","566.5993749999999","594.5187500000001","667.4943750000001","636.47125","535.9068749999999","552.846875","538.1851250000001","567.02625","584.688125"
"2303","804.3853846153847","800.7976923076924","771.1738461538462","759.3884615384615","758.5715384615385","798.9238461538463","765.0953846153844","804.7015384615383","830.7884615384617"
"2302","678.756923076923","694.7715384615385","681.3192307692308","631.876923076923","600.073846153846","586.8815384615384","614.9861538461539","646.1861538461538","642.3584615384615"
"2305","776.2444444444445","759.6466666666666","748.6211111111111","761.8177777777778","772.9766666666668","805.9233333333335","759.0511111111113","786.8633333333332","872.5844444444443"
"2304","659.7516666666667","569.3466666666667","547.375","620.2583333333333","557.1466666666666","632.7366666666667","612.4868333333333","504.9916666666666","478.73166666666674"
"2307","760.1592307692307","771.3100000000002","736.6023076923074","759.5157692307693","661.3384615384615","637.9796153846152","672.6830769230769","737.3730769230768","793.648846153846"
"2306","369.77","828.8","1100.1","1227.8","1239.8","349.23","468.01","371.18","743.2"
"5847","403.33","407.82000000000005","409.84000000000003","410.88999999999993","426.92","434.15999999999997","439.40000000000003","436.86999999999995","447.31"
"5846","735.6147368421055","409.9836842105264","451.34736842105264","561.1842105263158","427.868947368421","427.63157894736844","551.1900000000002","643.1910526315788","703.9215789473683"
"5845","675.395","675.2","654.9025","683.2025","638.7924999999999","650.0183333333333","666.7666666666665","655.8533333333334","440.6758333333334"
"5844","634.025","665.2817857142857","603.9403571428572","551.3071428571429","543.5785714285714","557.2039285714285","617.3475","613.305","667.5985714285714"
"5843","581.8835294117647","660.3699999999999","655.7935294117647","780.7782352941176","607.6417647058823","583.7135294117647","680.0547058823531","697.570588235294","758.5423529411765"
"5842","595.8172222222222","422.845","486.81055555555554","579.953888888889","424.91111111111115","364.31055555555554","489.2633333333333","568.6933333333334","628.5383333333333"
"5841","670.2168","380.4160000000001","434.79359999999986","520.4603999999999","400.6139999999999","399.80840000000006","581.3023999999999","679.4468","723.4756"
"5840","622.3000000000001","622.75","607.5066666666667","618.8866666666667","414.91333333333336","253.57000000000002","508.4433333333333","522.6766666666666","573.3133333333334"
"5849","463.535","469.6808333333334","463.0625","471.29166666666674","464.37416666666655","473.98916666666673","475.51500000000004","480.64500000000004","486.9299999999999"
"5848","483.20186206896557","488.0562068965515","488.3465517241377","485.9581379310345","492.8306896551723","497.6188275862071","494.1959999999997","495.1244137931035","498.43917241379296"
"3748","866.0572972972973","974.5505405405409","880.0210810810811","828.4483783783785","705.8145945945946","682.0337837837839","824.2886486486486","862.0494594594595","911.0338918918922"
"3749","587.25","597.58","581.74","629.59","643.9","257.11","516.93","560.91","605.08"
"3746","661.292","691.3239999999998","678.568","694.816","692.3599999999999","629.6600000000001","669.542","760.9599999999999","812.048"
"3747","673.9","687.99","680.81","725.19","733.59","770.13","731.86","567.18","577.99"
"3744","741.1836363636363","756.1163636363639","750.6672727272729","774.7863636363636","771.639090909091","406.8981818181819","576.389090909091","719.1290909090911","820.7745454545455"
"3745","704.8800000000001","701.5450000000001","685.885","696.515","692.515","512.33","684.715","917.76","850.7149999999999"
"3742","631.0252380952383","600.1438095238095","581.9902380952382","582.2269047619045","597.8907142857142","524.3319047619046","516.0816666666667","565.6140476190476","618.3628571428575"
"3743","667.0224999999999","680.6895833333334","617.9225","626.3262500000002","628.0091666666666","614.3145833333333","604.2983333333333","410.20041666666674","523.524625"
"3740","707.2808333333332","707.0875000000001","695.5225000000002","669.9241666666667","635.9591666666666","693.4516666666667","358.61249999999995","389.5533333333333","522.985"
"3741","667.1","670.19","648.7","661.41","629.72","509.93","615.33","785.03","829.83"
"4620","872.826","422.584","454.274","619.708","500.0799999999999","569.47","762.302","849.3240000000002","911.802"
"4621","838.9142857142857","885.492857142857","890.682857142857","592.5385714285713","442.58714285714296","700.5671428571428","758.7142857142859","527.6700000000001","712.5842857142858"
"4622","876.36","285.77","282.195","497.28","498.74","551.3199999999999","740.57","729.48","577.755"
"4623","714.9768518518516","706.4034259259257","689.8510185185191","586.0740740740738","570.2455555555557","687.8558333333332","729.2864814814819","701.6023148148148","747.6798148148148"
"4624","710.1816","707.2964","685.1583999999999","703.7980000000002","488.87080000000003","355.04320000000007","530.2984","588.9155999999999","652.9047999999998"
"4625","642.7747368421052","687.1857894736842","659.39","632.6321052631578","570.1010526315789","566.4721052631579","646.197894736842","692.6052631578947","682.1973684210525"
"4626","538.8389655172414","642.7055172413791","725.0293103448275","724.0689655172413","536.1375862068966","504.67586206896567","591.2206896551725","577.8856206896552","645.7375862068967"
"4627","435.8169999999999","432.049","419.849","434.33099999999996","429.809","411.08200000000005","408.819","441.09299999999996","498.40600000000006"
"4628","611.988","787.3866666666667","782.2233333333331","720.0706666666667","521.206","513.2626666666666","549.302","505.6952","557.7186666666665"
"4629","459.7","468.99749999999995","514.49","575.26875","598.5950000000001","524.0475","470.4837500000001","459.635","521.0962499999999"
"179","841.9058823529413","763.0794117647058","743.2570588235294","752.87","749.93","738.4070588235294","750.1700000000001","776.6682352941176","750.150588235294"
"178","699.79","712.895","700.245","642.71","429.83000000000004","407.63","444.22","390.22","589.25"
"177","601.442380952381","574.5347619047619","554.8109047619048","557.3259523809523","387.1899999999999","308.11047619047616","361.77095238095245","408.71714285714285","359.354761904762"
"176","725.7073333333334","750.7766666666666","718.4753333333335","829.2513333333333","734.1993333333334","779.0553333333334","666.0533333333333","663.546","607.6786666666667"
"175","714.1966666666667","678.4888888888889","638.218888888889","627.2022222222222","647.0066666666667","688.1022222222223","673.5166666666669","548.4644444444443","432.64700000000005"
"174","692.9328813559321","688.1389830508476","667.6649152542375","680.5384745762709","626.7196610169493","649.9779661016947","672.5823728813557","554.6649152542373","435.87154237288155"
"173","768.3276000000001","751.1372","780.9467999999999","847.6992","882.238","680.0696","541.3812","612.7719999999999","709.1352000000002"
"172","725.8725000000001","715.7575","719.76","707.835","522.8475","470.5675","563.2225","649.14","671.275"
"171","721.9097959183675","706.9036734693879","791.8661224489798","703.8171428571429","674.5530612244897","651.9444897959182","715.4244897959182","747.3324489795918","684.452448979592"
"170","706.9864705882354","680.8752941176471","678.2005882352942","683.9394117647059","577.3917647058822","545.5829411764706","520.8794117647059","642.7905882352942","684.080588235294"
"7218","652.3574999999998","660.5399999999998","642.6284999999999","648.499","613.7740000000001","609.7650000000001","573.7499999999999","617.447","694.2740000000001"
"7219","730.5","717.75","705.67","724.44","710.47","740.52","699.49","708.66","759.2"
"7210","429.01999999999987","433.14","433.7307692307692","433.1515384615384","446.56461538461554","454.88846153846157","455.3638461538461","449.00538461538457","458.4992307692307"
"7211","741.3466666666667","748.2166666666667","731.9633333333335","751.3333333333334","733.5966666666667","773.4533333333334","745.7433333333332","715.5566666666667","701.6466666666666"
"7212","902.2614285714284","669.4307142857142","694.2535714285714","767.6671428571428","722.0207142857143","742.7764285714285","382.45142857142855","649.8207142857142","812.7628571428571"
"7213","785.6566666666668","776.1733333333333","745.4666666666667","518.9066666666666","619.7166666666667","653.9566666666667","764.89","785.73","562.9066666666668"
"7214","651.7584210526318","659.5694736842106","645.5094736842105","662.2715789473683","648.2142105263158","682.3168421052632","657.6405263157894","640.7352631578949","674.0052631578949"
"7215","721.2044999999998","656.5184999999999","589.2615000000001","657.6419999999999","707.0029999999999","616.9329999999999","566.0730000000001","626.6800000000002","720.5215"
"7216","576.1005714285714","543.1622857142859","533.7742857142857","543.796","550.7588571428572","567.0105714285714","555.5282857142856","532.9854285714287","510.9474285714285"
"7217","695.0528301886792","731.3309433962263","722.4794339622642","700.4552830188679","560.0975471698113","622.4316981132077","509.678679245283","740.0418867924525","764.2841509433963"
